JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2443971.6	8.1			Vis.	LX								V				RX BOO		STD				
2443972.7	8.2			Vis.	HMR								V				RX BOO		STD				
2443978.33	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2443980.7	8.0			Vis.	HE								V				RX BOO		STD				
2443981.5	8.0			Vis.	OJR								V				RX BOO		STD				
2443981.6	8.0			Vis.	LNB								V				RX BOO		STD				
2443981.6	8.4			Vis.	SET								V				RX BOO		STD				
2443982.6	8.3			Vis.	LX								V				RX BOO		STD				
2443983.6	8.2			Vis.	LNB								V				RX BOO		STD				
2443984.6	8.2			Vis.	OV								V				RX BOO		STD				
2443985.8	8.4			Vis.	ECJ								V				RX BOO		STD				
2443986.8	8.6			Vis.	KLG								V				RX BOO		STD				
2443989.29	8.0			Vis.	STF								V				RX BOO	AFOEV	STD				
2443991.6	8.3			Vis.	LX								V				RX BOO		STD				
2443992.5	8.1			Vis.	OJR								V				RX BOO		STD				
2443992.6	8.0			Vis.	HE								V				RX BOO		STD				
2443993.46	7.7			N/A	OGJ								V				RX BOO		STD				
2443993.8	8.0			Vis.	FD								V				RX BOO		STD				
2443995.6	8.2			Vis.	OV								V				RX BOO		STD				
2443995.6	9.0			Vis.	WNB								V				RX BOO		STD				
2443995.7	8.1			Vis.	HE								V				RX BOO		STD				
2443996.4	7.9			Vis.	OJR								V				RX BOO		STD				
2443997.32	8.1			Vis.	STF								V				RX BOO	AFOEV	STD				
2444000.9	7.8			Vis.	KLG								V				RX BOO		STD				
2444004.5	8.1			Vis.	OJR								V				RX BOO		STD				
2444007.7	8.8			Vis.	ECJ								V				RX BOO		STD				
2444007.8	8.0			Vis.	KLG								V				RX BOO		STD				
2444009.8	8.0			Vis.	HR								V				RX BOO		STD				
2444010.6	8.3			Vis.	HE								V				RX BOO		STD				
2444010.6	8.2			Vis.	LNB								V				RX BOO		STD				
2444010.6	8.5			Vis.	SET								V				RX BOO		STD				
2444013.28	8.2			Vis.	STF								V				RX BOO	AFOEV	STD				
2444013.5	8.1			Vis.	OJR								V				RX BOO		STD				
2444017.7	8.6			Vis.	GOP								V				RX BOO		STD				
2444017.7	8.6			Vis.	WLM								V				RX BOO		STD				
2444020.7	8.6			Vis.	HMR								V				RX BOO		STD				
2444021.7	8.0			Vis.	KLG								V				RX BOO		STD				
2444022.6	8.8			Vis.	HE								V				RX BOO		STD				
2444024.4	8.3			Vis.	PFF								V				RX BOO		STD				
2444024.7	8.6			Vis.	KRS								V				RX BOO		STD				
2444025.4	8.2			Vis.	PFF								V				RX BOO		STD				
2444026.0	8.1			Vis.	CR								V				RX BOO		STD				
2444027.7	8.5			Vis.	HMR								V				RX BOO		STD				
2444028.5	7.9			Vis.	OJR								V				RX BOO		STD				
2444036.6	8.6			Vis.	HE								V				RX BOO		STD				
2444037.6	8.2			Vis.	LNB								V				RX BOO		STD				
2444037.6	8.4			Vis.	OV								V				RX BOO		STD				
2444037.6	9.3			Vis.	WNB								V				RX BOO		STD				
2444037.7	8.4			Vis.	ECJ								V				RX BOO		STD				
2444037.7	8.8			Vis.	SET								V				RX BOO		STD				
2444038.6	8.2			Vis.	LNB								V				RX BOO		STD				
2444038.7	8.4			Vis.	GOP								V				RX BOO		STD				
2444040.6	8.5			Vis.	HE								V				RX BOO		STD				
2444042.5	7.9			Vis.	OJR								V				RX BOO		STD				
2444044.6	8.3			Vis.	LNB								V				RX BOO		STD				
2444047.6	8.4			Vis.	HE								V				RX BOO		STD				
2444047.6	8.2			Vis.	LNB								V				RX BOO		STD				
2444047.8	8.4			Vis.	WLM								V				RX BOO		STD				
2444048.7	8.0			Vis.	ECJ								V				RX BOO		STD				
2444048.7	8.5			Vis.	LX								V				RX BOO		STD				
2444050.6	8.0			Vis.	GLF								V				RX BOO		STD				
2444050.6	8.2			Vis.	GLW								V				RX BOO		STD				
2444050.6	8.4			Vis.	OV								V				RX BOO		STD				
2444051.6	8.9			Vis.	WNB								V				RX BOO		STD				
2444055.7	7.8			Vis.	KRS								V				RX BOO		STD				
2444055.7	8.6			Vis.	WSN								V				RX BOO		STD				
2444057.5	8.0			Vis.	OJR								V				RX BOO		STD				
2444057.6	8.4			Vis.	SEK								V				RX BOO		STD				
2444058.6	8.0			Vis.	LNB								V				RX BOO		STD				
2444059.4	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444059.7	8.5			Vis.	LX								V				RX BOO		STD				
2444060.6	8.4			Vis.	OV								V				RX BOO		STD				
2444061.6	8.8			Vis.	WNB								V				RX BOO		STD				
2444062.7	8.6			Vis.	HMR								V				RX BOO		STD				
2444071.6	8.1			Vis.	LNB								V				RX BOO		STD				
2444072.5	8.0			Vis.	OJR								V				RX BOO		STD				
2444076.6	8.5			Vis.	LX								V				RX BOO		STD				
2444076.7	8.2			Vis.	ECJ								V				RX BOO		STD				
2444077.4	8.2			Vis.	GRZ								V				RX BOO		STD				
2444077.7	8.3			Vis.	HMR								V				RX BOO		STD				
2444077.8	8.2			Vis.	KLG								V				RX BOO		STD				
2444079.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444080.6	8.4			Vis.	BRJ								V				RX BOO		STD				
2444082.43	8.0			Vis.	OGJ								V				RX BOO		STD				
2444083.4	8.4			Vis.	GRZ								V				RX BOO		STD				
2444084.6	8.4			Vis.	WLM								V				RX BOO		STD				
2444087.5	8.3			Vis.	GRZ								V				RX BOO		STD				
2444088.7	8.4			Vis.	SC								V				RX BOO		STD				
2444089.3	7.7			Vis.	SCZ								V				RX BOO	AFOEV	STD				
2444089.6	8.0			Vis.	HE								V				RX BOO		STD				
2444090.7	8.4			Vis.	HMR								V				RX BOO		STD				
2444098.3	7.8			Vis.	SCZ								V				RX BOO	AFOEV	STD				
2444099.6	8.0			Vis.	HE								V				RX BOO		STD				
2444099.6	8.4			Vis.	LX								V				RX BOO		STD				
2444101.4	7.9			Vis.	GRZ								V				RX BOO		STD				
2444102.6	8.3			Vis.	OV								V				RX BOO		STD				
2444106.7	8.4			Vis.	WLM								V				RX BOO		STD				
2444107.4	8.0			Vis.	OJR								V				RX BOO		STD				
2444108.7	7.5			Vis.	KLG								V				RX BOO		STD				
2444110.6	8.0			Vis.	HE								V				RX BOO		STD				
2444112.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444113.6	7.9			Vis.	ECJ								V				RX BOO		STD				
2444114.6	8.3			Vis.	LX								V				RX BOO		STD				
2444115.3	7.9			Vis.	GRZ								V				RX BOO		STD				
2444118.5	8.2			Vis.	OV								V				RX BOO		STD				
2444118.7	8.2			Vis.	HMR								V				RX BOO		STD				
2444126.5	8.2			Vis.	LX								V				RX BOO		STD				
2444126.6	8.0			Vis.	ECJ								V				RX BOO		STD				
2444126.6	7.6			Vis.	WNB								V				RX BOO		STD				
2444128.5	8.2			Vis.	OV								V				RX BOO		STD				
2444132.3	7.8			Vis.	OJR								V				RX BOO		STD				
2444132.6	7.9			Vis.	HE								V				RX BOO		STD				
2444134.3	7.9			Vis.	GRZ								V				RX BOO		STD				
2444136.6	7.9			Vis.	HE								V				RX BOO		STD				
2444140.5	8.2			Vis.	OV								V				RX BOO		STD				
2444154.5	8.0			Vis.	HE								V				RX BOO		STD				
2444155.5	8.4			Vis.	OV								V				RX BOO		STD				
2444169.5	8.2			Vis.	HE								V				RX BOO		STD				
2444222.9	8.1			Vis.	HE								V				RX BOO		STD				
2444223.8	8.2			Vis.	WNB								V				RX BOO		STD				
2444226.0	8.2			Vis.	LX								V				RX BOO		STD				
2444233.9	8.5			Vis.	WNB								V				RX BOO		STD				
2444235.9	8.1			Vis.	HE								V				RX BOO		STD				
2444257.9	8.1			Vis.	HE								V				RX BOO		STD				
2444264.6	8.0			Vis.	STF								V				RX BOO	AFOEV	STD				
2444275.5	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444280.0	8.0			Vis.	HE								V				RX BOO		STD				
2444285.5	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444292.7	8.4			Vis.	HMR								V				RX BOO		STD				
2444298.9	8.0			Vis.	HE								V				RX BOO		STD				
2444301.7	8.0			Vis.	HE								V				RX BOO		STD				
2444308.6	8.2			Vis.	OV								V				RX BOO		STD				
2444313.4	8.3			Vis.	STF								V				RX BOO	AFOEV	STD				
2444313.7	8.4			Vis.	HMR								V				RX BOO		STD				
2444314.6	8.0			Vis.	HE								V				RX BOO		STD				
2444314.8	7.9			Vis.	HR								V				RX BOO		STD				
2444324.3	8.3			Vis.	STF								V				RX BOO	AFOEV	STD				
2444332.6	8.3			Vis.	SET								V				RX BOO		STD				
2444334.3	8.4			Vis.	STF								V				RX BOO	AFOEV	STD				
2444334.319	8.4			Vis.	MGE								V				RX BOO		STD				
2444334.7	8.0			Vis.	HR								V				RX BOO		STD				
2444335.6	8.2			Vis.	HE								V				RX BOO		STD				
2444335.6	8.3			Vis.	OV								V				RX BOO		STD				
2444336.6	8.3			Vis.	LX								V				RX BOO		STD				
2444336.6	8.7			Vis.	MYR								V				RX BOO		STD				
2444341.7	8.3			Vis.	HE								V				RX BOO		STD				
2444342.3	8.3			Vis.	STF								V				RX BOO	AFOEV	STD				
2444342.42	7.7			Vis.	MIS								V				RX BOO	AFOEV	STD				
2444343.4	7.9			Vis.	PFF								V				RX BOO		STD				
2444343.6	8.4			Vis.	HMR								V				RX BOO		STD				
2444344.3	8.2			Vis.	PFF								V				RX BOO		STD				
2444346.4	8.2			Vis.	PFF								V				RX BOO		STD				
2444348.6	8.3			Vis.	HE								V				RX BOO		STD				
2444348.6	8.3			Vis.	OV								V				RX BOO		STD				
2444348.6	8.7			Vis.	SET								V				RX BOO		STD				
2444348.7	8.4			Vis.	LX								V				RX BOO		STD				
2444350.294	8.2			Vis.	MGE								V				RX BOO		STD				
2444350.4	8.2			Vis.	STF								V				RX BOO	AFOEV	STD				
2444358.7	8.8			Vis.	SC								V				RX BOO		STD				
2444362.4	8.2			Vis.	PFF								V				RX BOO		STD				
2444362.6	8.5			Vis.	SET								V				RX BOO		STD				
2444362.7	8.4			Vis.	HMR								V				RX BOO		STD				
2444363.3	8.4			Vis.	STF								V				RX BOO	AFOEV	STD				
2444363.312	8.7			Vis.	MGE								V				RX BOO		STD				
2444363.6	8.2			Vis.	HE								V				RX BOO		STD				
2444363.6	8.3			Vis.	OV								V				RX BOO		STD				
2444364.7	8.0			Vis.	HR								V				RX BOO		STD				
2444364.7	8.3			Vis.	LX								V				RX BOO		STD				
2444369.6	8.2			Vis.	HE								V				RX BOO		STD				
2444369.7	8.2			Vis.	HSG								V				RX BOO		STD				
2444370.288	8.2			Vis.	MGE								V				RX BOO		STD				
2444370.3	8.2			Vis.	STF								V				RX BOO	AFOEV	STD				
2444370.4	8.1			Vis.	PFF								V				RX BOO		STD				
2444370.48	7.8			Vis.	MIS								V				RX BOO	AFOEV	STD				
2444372.39	8.0			Vis.	GAZ								V				RX BOO		STD				
2444373.6	8.4			Vis.	LX								V				RX BOO		STD				
2444374.6	8.8			Vis.	MYW								V				RX BOO		STD				
2444374.6	8.2			Vis.	OV								V				RX BOO		STD				
2444375.6	8.5			Vis.	SET								V				RX BOO		STD				
2444376.3	8.0			Vis.	STF								V				RX BOO	AFOEV	STD				
2444376.303	8.0			Vis.	MGE								V				RX BOO		STD				
2444378.7	8.5			Vis.	KLG								V				RX BOO		STD				
2444383.41	7.8			Vis.	MIS								V				RX BOO	AFOEV	STD				
2444385.6	8.4			Vis.	LX								V				RX BOO		STD				
2444391.3	8.1			Vis.	STF								V				RX BOO	AFOEV	STD				
2444391.312	8.2			Vis.	MGE								V				RX BOO		STD				
2444395.5	8.5			Vis.	LOF								V				RX BOO		STD				
2444395.6	8.0			Vis.	HE								V				RX BOO		STD				
2444395.7	8.4			Vis.	HMR								V				RX BOO		STD				
2444396.41	7.3			Vis.	MIS								V				RX BOO	AFOEV	STD				
2444396.6	8.3			Vis.	GOP								V				RX BOO		STD				
2444396.6	8.4			Vis.	LX								V				RX BOO		STD				
2444396.6	8.1			Vis.	OV								V				RX BOO		STD				
2444397.7	8.2			Vis.	WSN								V				RX BOO		STD				
2444400.5	8.0			Vis.	STF								V				RX BOO	AFOEV	STD				
2444401.6	8.2			Vis.	LOF								V				RX BOO		STD				
2444401.7	8.0			Vis.	HSG								V				RX BOO		STD				
2444402.6	8.1			Vis.	LOF								V				RX BOO		STD				
2444403.6	8.6			Vis.	HE								V				RX BOO		STD				
2444403.6	8.5			Vis.	PN								V				RX BOO		STD				
2444404.6	8.2			Vis.	LOF								V				RX BOO		STD				
2444404.7	8.4			Vis.	ECJ								V				RX BOO		STD				
2444405.6	8.4			Vis.	LX								V				RX BOO		STD				
2444408.6	8.2			Vis.	LOF								V				RX BOO		STD				
2444409.6	7.8			Vis.	LNB								V				RX BOO		STD				
2444411.7	7.8			Vis.	KLG								V				RX BOO		STD				
2444412.4	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444420.6	8.0			Vis.	HSG								V				RX BOO		STD				
2444420.7	7.7			Vis.	MYR								V				RX BOO		STD				
2444421.6	8.2			Vis.	LX								V				RX BOO		STD				
2444423.4	8.0			Vis.	STF								V				RX BOO	AFOEV	STD				
2444425.6	8.2			Vis.	OV								V				RX BOO		STD				
2444425.7	8.3			Vis.	ECJ								V				RX BOO		STD				
2444425.7	8.0			Vis.	LOF								V				RX BOO		STD				
2444426.6	8.0			Vis.	HE								V				RX BOO		STD				
2444427.6	8.5			Vis.	PN								V				RX BOO		STD				
2444427.6	7.9			Vis.	FD								V				RX BOO		STD				
2444427.6	7.9			Vis.	LNB								V				RX BOO		STD				
2444428.8	8.3			Vis.	LOF								V				RX BOO		STD				
2444430.7	8.0			Vis.	HSG								V				RX BOO		STD				
2444432.6	7.9			Vis.	HE								V				RX BOO		STD				
2444433.4	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444433.6	8.3			Vis.	LX								V				RX BOO		STD				
2444434.6	8.2			Vis.	MYR								V				RX BOO		STD				
2444434.7	8.0			Vis.	WSN								V				RX BOO		STD				
2444434.8	7.9			Vis.	LOF								V				RX BOO		STD				
2444436.9	8.2			Vis.	CR								V				RX BOO		STD				
2444441.7	8.2			Vis.	HMR								V				RX BOO		STD				
2444441.7	8.0			Vis.	KLG								V				RX BOO		STD				
2444445.4	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444445.6	7.9			Vis.	HE								V				RX BOO		STD				
2444445.8	7.9			Vis.	LOF								V				RX BOO		STD				
2444446.6	7.5			Vis.	GLF								V				RX BOO		STD				
2444446.6	7.5			Vis.	GLW								V				RX BOO		STD				
2444450.6	8.0			Vis.	HSG								V				RX BOO		STD				
2444451.4	7.9			Vis.	GAZ								V				RX BOO		STD				
2444453.6	7.9			Vis.	HE								V				RX BOO		STD				
2444454.7	8.0			Vis.	HMR								V				RX BOO		STD				
2444455.7	7.4			Vis.	KLG								V				RX BOO		STD				
2444456.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444464.6	7.8			Vis.	LNB								V				RX BOO		STD				
2444464.6	8.1			Vis.	OV								V				RX BOO		STD				
2444467.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444474.6	8.2			Vis.	LX								V				RX BOO		STD				
2444476.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444479.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444479.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444480.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444482.5	8.2			Vis.	LX								V				RX BOO		STD				
2444483.3	7.5			Vis.	VED								V				RX BOO	AFOEV	STD				
2444484.6	7.7			Vis.	GLF								V				RX BOO		STD				
2444484.6	7.7			Vis.	GLW								V				RX BOO		STD				
2444486.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444488.29	8.0			Vis.	STQ								V				RX BOO		STD				
2444488.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444488.6	8.6			Vis.	ECJ								V				RX BOO		STD				
2444489.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444489.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444489.6	8.0			Vis.	HE								V				RX BOO		STD				
2444490.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444491.5	8.1			Vis.	OV								V				RX BOO		STD				
2444495.6	8.0			Vis.	HE								V				RX BOO		STD				
2444496.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444496.7	8.0			Vis.	HMR								V				RX BOO		STD				
2444502.5	8.0			Vis.	HE								V				RX BOO		STD				
2444502.5	8.2			Vis.	OV								V				RX BOO		STD				
2444518.5	8.3			Vis.	OV								V				RX BOO		STD				
2444524.5	7.9			Vis.	HE								V				RX BOO		STD				
2444525.5	8.2			Vis.	LX								V				RX BOO		STD				
2444572.7	8.1			Vis.	STF								V				RX BOO	AFOEV	STD				
2444574.9	8.0			Vis.	HE								V				RX BOO		STD				
2444582.7	8.1			Vis.	STF								V				RX BOO	AFOEV	STD				
2444585.0	8.2			Vis.	HMR								V				RX BOO		STD				
2444587.9	8.2			Vis.	HE								V				RX BOO		STD				
2444608.0	8.2			Vis.	HMR								V				RX BOO		STD				
2444609.0	7.8			Vis.	HE								V				RX BOO		STD				
2444613.9	8.0			Vis.	HE								V				RX BOO		STD				
2444621.9	8.0			Vis.	HE								V				RX BOO		STD				
2444622.5	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444636.4	7.8			Vis.	VOL								V				RX BOO	AFOEV	STD				
2444638.4	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444640.9	8.1			Vis.	HE								V				RX BOO		STD				
2444642.7	8.1			Vis.	LX								V				RX BOO		STD				
2444646.4	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444656.4	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444659.7	8.5			Vis.	HMR								V				RX BOO		STD				
2444660.7	8.1			Vis.	OV								V				RX BOO		STD				
2444663.6	8.3			Vis.	LX								V				RX BOO		STD				
2444665.4	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444667.7	7.7			Vis.	PN								V				RX BOO		STD				
2444671.7	8.1			Vis.	HE								V				RX BOO		STD				
2444671.8	8.6			Vis.	HSG								V				RX BOO		STD				
2444674.4	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444677.7	8.0			Vis.	HMR								V				RX BOO		STD				
2444678.4	8.1			Vis.	SKB								V				RX BOO		STD				
2444678.7	8.0			Vis.	LX								V				RX BOO		STD				
2444687.4	7.8			Vis.	SKB								V				RX BOO		STD				
2444688.35	7.7			Vis.	CEA								V				RX BOO	AFOEV	STD				
2444689.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444691.1	7.2			Vis.	KOA								V				RX BOO		STD				
2444691.4	7.3			Vis.	SKB								V				RX BOO		STD				
2444691.7	8.1			Vis.	HE								V				RX BOO		STD				
2444691.7	7.9			Vis.	LX								V				RX BOO		STD				
2444691.7	8.0			Vis.	OV								V				RX BOO		STD				
2444691.8	7.7			Vis.	MMA								V				RX BOO		STD				
2444692.4	7.5			Vis.	SKB								V				RX BOO		STD				
2444692.7	7.4			Vis.	MYR								V				RX BOO		STD				
2444696.6	7.8			Vis.	HMR								V				RX BOO		STD				
2444697.7	7.1			Vis.	FD								V				RX BOO		STD				
2444700.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444701.6	7.9			Vis.	LX								V				RX BOO		STD				
2444701.6	7.8			Vis.	OV								V				RX BOO		STD				
2444704.6	7.6			Vis.	SET								V				RX BOO		STD				
2444704.7	7.8			Vis.	HE								V				RX BOO		STD				
2444706.0	7.4			Vis.	KOA								V				RX BOO		STD				
2444706.3	7.6			Vis.	STF								V				RX BOO	AFOEV	STD				
2444707.7	7.4			Vis.	HR								V				RX BOO		STD				
2444710.6	7.8			Vis.	LX								V				RX BOO		STD				
2444716.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444716.6	8.0			Vis.	OV								V				RX BOO		STD				
2444717.0	7.6			Vis.	KOA								V				RX BOO		STD				
2444720.7	7.8			Vis.	HE								V				RX BOO		STD				
2444720.7	7.2			Vis.	HR								V				RX BOO		STD				
2444721.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444722.6	7.6			Vis.	LX								V				RX BOO		STD				
2444723.7	7.6			Vis.	HMR								V				RX BOO		STD				
2444724.45	7.4			Vis.	CEA								V				RX BOO	AFOEV	STD				
2444726.7	7.0			Vis.	HK								V				RX BOO		STD				
2444726.7	7.8			Vis.	HMR								V				RX BOO		STD				
2444727.7	7.8			Vis.	HE								V				RX BOO		STD				
2444727.7	7.0			Vis.	HR								V				RX BOO		STD				
2444728.0	8.0			Vis.	CR								V				RX BOO		STD				
2444728.6	7.9			Vis.	LNB								V				RX BOO		STD				
2444728.6	7.9			Vis.	OV								V				RX BOO		STD				
2444728.6	7.5			Vis.	SET								V				RX BOO		STD				
2444730.6	7.7			Vis.	LX								V				RX BOO		STD				
2444731.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444733.0	7.8			Vis.	KOA								V				RX BOO		STD				
2444733.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444737.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444739.3	7.7			Vis.	VED								V				RX BOO	AFOEV	STD				
2444740.3	7.7			Vis.	VED								V				RX BOO	AFOEV	STD				
2444743.6	7.6			Vis.	LX								V				RX BOO		STD				
2444744.6	8.0			Vis.	MMA								V				RX BOO		STD				
2444745.7	7.1			Vis.	HR								V				RX BOO		STD				
2444746.5	7.8			Vis.	OJR								V				RX BOO		STD				
2444746.6	7.8			Vis.	LNB								V				RX BOO		STD				
2444747.0	7.7			Vis.	KOA								V				RX BOO		STD				
2444747.7	7.8			Vis.	HE								V				RX BOO		STD				
2444747.7	8.1			Vis.	MMA								V				RX BOO		STD				
2444747.7	7.5			Vis.	SCE								V				RX BOO		STD				
2444750.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444751.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444754.6	7.7			Vis.	HE								V				RX BOO		STD				
2444755.4	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444756.6	7.9			Vis.	LX								V				RX BOO		STD				
2444756.6	7.8			Vis.	OV								V				RX BOO		STD				
2444758.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444759.6	7.8			Vis.	HE								V				RX BOO		STD				
2444760.6	7.8			Vis.	MMA								V				RX BOO		STD				
2444761.4	7.9			Vis.	OJR								V				RX BOO		STD				
2444763.6	7.7			Vis.	LX								V				RX BOO		STD				
2444765.6	7.8			Vis.	OV								V				RX BOO		STD				
2444766.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444766.8	7.4			Vis.	SCE								V				RX BOO		STD				
2444772.4	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444772.7	8.0			Vis.	HMR								V				RX BOO		STD				
2444774.4	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444774.6	7.7			Vis.	LX								V				RX BOO		STD				
2444774.7	7.3			Vis.	MDG								V				RX BOO		STD				
2444776.7	7.8			Vis.	HE								V				RX BOO		STD				
2444777.7	7.4			Vis.	KLG								V				RX BOO		STD				
2444778.6	7.7			Vis.	OV								V				RX BOO		STD				
2444779.6	7.7			Vis.	MMA								V				RX BOO		STD				
2444779.7	7.3			Vis.	GLF								V				RX BOO		STD				
2444779.7	7.5			Vis.	GLW								V				RX BOO		STD				
2444781.6	7.7			Vis.	HE								V				RX BOO		STD				
2444783.6	7.6			Vis.	LX								V				RX BOO		STD				
2444788.6	8.0			Vis.	MMA								V				RX BOO		STD				
2444789.7	8.0			Vis.	HMR								V				RX BOO		STD				
2444790.4	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444790.6	7.7			Vis.	HE								V				RX BOO		STD				
2444790.7	7.5			Vis.	KLG								V				RX BOO		STD				
2444791.4	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444791.7	7.6			Vis.	HK								V				RX BOO		STD				
2444792.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444792.4	8.0			Vis.	OJR								V				RX BOO		STD				
2444793.4	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444793.6	7.9			Vis.	LX								V				RX BOO		STD				
2444800.6	7.9			Vis.	OV								V				RX BOO		STD				
2444801.6	7.6			Vis.	LX								V				RX BOO		STD				
2444802.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444804.3	7.5			Vis.	VED								V				RX BOO	AFOEV	STD				
2444808.6	7.5			Vis.	LNB								V				RX BOO		STD				
2444809.3	7.5			Vis.	VED								V				RX BOO	AFOEV	STD				
2444809.6	7.8			Vis.	HE								V				RX BOO		STD				
2444809.6	8.0			Vis.	OV								V				RX BOO		STD				
2444810.4	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444814.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2444814.7	8.0			Vis.	HK								V				RX BOO		STD				
2444816.6	8.0			Vis.	GLF								V				RX BOO		STD				
2444816.6	8.0			Vis.	GLW								V				RX BOO		STD				
2444816.6	7.9			Vis.	HE								V				RX BOO		STD				
2444817.6	8.0			Vis.	OV								V				RX BOO		STD				
2444817.6	7.7			Vis.	PN								V				RX BOO		STD				
2444818.6	8.0			Vis.	HE								V				RX BOO		STD				
2444818.7	8.0			Vis.	HMR								V				RX BOO		STD				
2444818.7	7.7			Vis.	MDG								V				RX BOO		STD				
2444819.0	8.1			Vis.	KOA								V				RX BOO		STD				
2444820.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444820.7	7.5			Vis.	ECJ								V				RX BOO		STD				
2444821.6	7.5			Vis.	KLG								V				RX BOO		STD				
2444832.3	7.5			Vis.	BSR								V				RX BOO		STD				
2444835.6	8.1			Vis.	OV								V				RX BOO		STD				
2444836.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444837.6	7.7			Vis.	GLF								V				RX BOO		STD				
2444837.6	7.8			Vis.	GLW								V				RX BOO		STD				
2444837.6	8.0			Vis.	LX								V				RX BOO		STD				
2444846.4	7.8			Vis.	PFF								V				RX BOO		STD				
2444849.5	8.2			Vis.	LX								V				RX BOO		STD				
2444849.6	8.0			Vis.	HMR								V				RX BOO		STD				
2444850.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444852.3	7.7			Vis.	SJZ								V				RX BOO		STD				
2444857.5	8.1			Vis.	OV								V				RX BOO		STD				
2444858.3	7.7			Vis.	LDR								V				RX BOO		STD				
2444858.6	8.0			Vis.	HSG								V				RX BOO		STD				
2444859.6	8.0			Vis.	HE								V				RX BOO		STD				
2444862.6	7.3			Vis.	KLG								V				RX BOO		STD				
2444867.5	8.0			Vis.	HE								V				RX BOO		STD				
2444870.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2444873.5	8.1			Vis.	OV								V				RX BOO		STD				
2444875.3	8.1			Vis.	LDR								V				RX BOO		STD				
2444881.5	8.1			Vis.	HE								V				RX BOO		STD				
2444891.3	7.4			Vis.	ZAM								V				RX BOO		STD				
2444894.5	8.1			Vis.	OV								V				RX BOO		STD				
2444895.5	7.9			Vis.	HE								V				RX BOO		STD				
2444895.5	7.7			Vis.	LX								V				RX BOO		STD				
