JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2457208.36458	7.8			Vis.	MJOE	BU	74	82	13520OB				Z				RX BOO		STD				
2457208.38819	7.6			Vis.	CPE		74	82	13224BIQ				Z				RX BOO	AAVSO	STD				
2457209.30	8.6			Vis.	HCS		000		999999				Z				RX BOO	MCSE	STD				
2457210.38542	7.9			Vis.	PTFA		74	82	10939BP				Z				RX BOO	AAVSO	STD				
2457210.5	8.1			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457213.443	8.2			Vis.	HUR		V=F		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457213.60	7.8			Vis.	RMAF	U	76	79	14633AGM				Z				RX BOO		STD				
2457214.37569	7.9			Vis.	CPE		76	82	82				Z				RX BOO	AAVSO	STD				
2457214.65556	8.4			Vis.	ONJ		82NW	86	13120BCG				Z				RX BOO		STD				
2457214.65694	7.8			Vis.	CWP	B	8.2	7.4	7251JQ				Z				RX BOO	AAVSO	STD				
2457215.5	7.8			Vis.	NJO		74	81	AKV				Z				RX BOO	BAV	STD				
2457217.4132	8.6			Vis.	DXAA		82	86	14320BYQ	R60 F/12.5			Z				RX BOO	AASABADELL	STD				
2457218.6	8.5			Vis.	LZT	B	NA		NA				Z				RX BOO	AAVSO	STD				
2457219.5	8.2			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457220.78194	8.2			Vis.	BBA	U	8.2	8.3	13494BUO				Z				RX BOO	AAVSO	STD				
2457221.37986	7.9			Vis.	CPE		76	82	82				Z				RX BOO	AAVSO	STD				
2457223.30	8.6			Vis.	HCS		000		999999				Z				RX BOO	MCSE	STD				
2457223.43750	7.7			Vis.	PTFA		74	82	10939BP				Z				RX Boo	AAVSO	STD				
2457223.59	7.8			Vis.	RMAF		76	79	14633AGM				Z				RX BOO		STD				
2457224.37500	7.9			Vis.	CPE		76	82	82				Z				RX BOO	AAVSO	STD				
2457224.49792	8.25			Vis.	MDP		79	84	13473azf				Z				RX BOO	RASC	STD				
2457224.5	7.8			Vis.	TPS		000		999999				Z				RX BOO	MCSE	STD				
2457226.69653	8.3			Vis.	BBA		8.2	8.5	13494BUO				Z				RX BOO	AAVSO	STD				
2457227.34861	7.9			Vis.	CPE		76	82	82				Z				RX BOO	AAVSO	STD				
2457227.4375	8.4			Vis.	DXAA	B	74	86	14320BYQ	R60 F/12.5 MOON 8-DAYS			Z				RX BOO	AASABADELL	STD				
2457233.572	7.9			Vis.	RMAF	B	79	82	14633AGM				Z				RX BOO		STD				
2457233.70833	8.2			Vis.	BBA	B	8.2	8.3	13494BOU				Z				RX BOO	AAVSO	STD				
2457234.4	8.1			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457236.37083	7.9			Vis.	MJOE	U	76	82	13520OB				Z				RX BOO		STD				
2457236.62986	7.9			Vis.	PRV	B	74	83	12475AWY	Canon 15x50IS Binocs			Z				RX BOO	AAVSO	STD				
2457236.70556	7.9			Vis.	BBA	B	7.6	8.2	13494BUO				Z				RX BOO	AAVSO	STD				
2457237.33403	7.9			Vis.	CPE		76	82	13224BIQ				Z				RX Boo	AAVSO	STD				
2457237.36	8.1			Vis.	PGRA		NA		NA				Z				RX BOO	AAVSO	STD				
2457238.5	7.9			Vis.	NJO		68	81	AKV				Z				RX BOO	BAV	STD				
2457238.64583	7.7			Vis.	CWP	B	7.4	8.2	7251JQ				Z				RX BOO	AAVSO	STD				
2457240.545	8.0			Vis.	RMAF		79	82	14633AGM	Corrected Date/Time 			Z				RX Boo		STD				
2457241.5	7.6			Vis.	NJO		68	81	AKV				Z				RX BOO	BAV	STD				
2457242.4333	8.0			Vis.	SDAB	BU	74	82	11713MU				Z				RX BOO		STD				
2457242.75417	7.8			Vis.	SJME		76	82	14508ZM				Z				RX BOO	AAVSO	STD				
2457243.30	8.6			Vis.	HCS		000		999999				Z				RX BOO	MCSE	STD				
2457244.35278	7.9			Vis.	CPE		76	82	13224BIQ				Z				RX BOO	AAVSO	STD				
2457244.39792	8.1			Vis.	GALB		79	82	7219VI	Bins 10x50			Z				RX BOO	AAVSO	STD				
2457244.4014	8.3			Vis.	DXAA		74	86	14320BYQ	P7X50			Z				RX BOO	AASABADELL	STD				
2457244.43750	8.1			Vis.	ONJ		79	82NW	13120BCG				Z				RX BOO		STD				
2457245.5	8.0			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457246.38	8.4			Vis.	PGRA		NA		NA				Z				RX BOO	AAVSO	STD				
2457248.69028	7.8			Vis.	CWP		8.2	7.4	7251JQ				Z				RX BOO	AAVSO	STD				
2457249.4083	8.1			Vis.	BHS		NA		NA				Z				RX BOO	AAVSO	STD				
2457249.546	8.1			Vis.	RMAF		79	82	14633AGM				Z				RX BOO		STD				
2457250.3	7.3			Vis.	NJO		68	81	AKV				Z				RX BOO	BAV	STD				
2457250.67292	8.3			Vis.	BBA		8.2	8.3	13494BUO				Z				RX BOO	AAVSO	STD				
2457254.32847	7.9			Vis.	CPE		76	82	13224BIQ				Z				RX BOO	AAVSO	STD				
2457254.73125	8.0			Vis.	SJME		76	82	14508ZM				Z				RX BOO	AAVSO	STD				
2457255.32	8.0			Vis.	PGRA		NA		NA				Z				RX BOO	AAVSO	STD				
2457255.3576	8.3			Vis.	DXAA	B	74	86	14320BYQ	P7X50 MOON 6-DAYS			Z				RX BOO	AASABADELL	STD				
2457255.4	8.1			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457255.6	8.3			Vis.	LZT	B	NA		NA				Z				RX BOO	AAVSO	STD				
2457255.64236	8.0			Vis.	BBA	B	7.9	8.2	13494BUO				Z				RX BOO	AAVSO	STD				
2457256.3736	8.1			Vis.	BHS		NA		NA				Z				RX BOO	AAVSO	STD				
2457257.363	7.6			Vis.	SRBR		NA		NA				Z				RX BOO	AAVSO	STD				
2457257.5	7.4			Vis.	NJO		68	81	AKV				Z				RX BOO	BAV	STD				
2457258.30	8.6			Vis.	HCS		000		999999				Z				RX BOO	MCSE	STD				
2457261.61389	8.0			Vis.	BBA	B	7.9	8.2	13494BUO				Z				RX BOO	AAVSO	STD				
2457263.33	7.9			Vis.	PGRA		NA		NA				Z				RX BOO	AAVSO	STD				
2457263.3750	8.2			Vis.	DXAA	B	74	82	14320BYQ	R60 F/12.5 MOON 14-DAYS			Z				RX BOO	AASABADELL	STD				
2457263.5159	7.923			V	SHS		ensemble	000-BBV-334	X15343BJX		1	1.662	Z		7.630		RX Boo	AAVSO	STD				
2457263.569	8.2			Vis.	RMAF		82	83	14633AGM				Z				RX BOO		STD				
2457267.3	8.6			Vis.	HCS		000		999999				Z				RX BOO	MCSE	STD				
2457270.52778	7.3			Vis.	LKR		68	74	binocular				Z				RX BOO	AAVSO	STD				
2457273.31	7.7			Vis.	PGRA		NA		NA				Z				RX BOO	AAVSO	STD				
2457273.5409	7.802			V	SHS		ensemble	000-BBV-334	X15343BJX		1	2.475	Z		7.597		RX Boo	AAVSO	STD				
2457275.549	7.9			Vis.	RMAF		76	82	14633AGM				Z				RX BOO		STD				
2457276.311	7.8			Vis.	SRBR		NA		NA				Z				RX BOO	AAVSO	STD				
2457276.3646	8.1			Vis.	DXAA		74	82	14320BYQ	R60 F/12.5			Z				RX BOO	AASABADELL	STD				
2457277.69375	8.0			Vis.	SJME		76	82	14508ZM				Z				RX BOO	AAVSO	STD				
2457278.3	8.0			Vis.	TPS		000		999999				Z				RX BOO	MCSE	STD				
2457278.33	8.2			Vis.	HUR		V=F		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457279.31597	7.9			Vis.	CPE		76	82	13224BIQ				Z				RX BOO	AAVSO	STD				
2457280.3646	8.0			Vis.	DXAA		74	82	14320BYQ	P7X50			Z				RX BOO	AASABADELL	STD				
2457281.50903	8.0			Vis.	ONJ		79	82NW	13120BCG				Z				RX BOO		STD				
2457283.30764	7.8			Vis.	CPE		74	82	13224BIQ				Z				RX BOO	AAVSO	STD				
2457284.4916	7.865			V	SHS		ensemble	000-BBV-334	X15343BJX		1	2.087	Z		7.565		RX Boo	AAVSO	STD				
2457285.2986	8.1			Vis.	DXAA	B	74	82	14320BYQ	P7X50 MOON 7-DAYS			Z				RX BOO	AASABADELL	STD				
2457285.4	8.0			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457285.526	8.2			Vis.	RMAF		82	83	14633AGM				Z				RX BOO		STD				
2457285.6	7.9			Vis.	LZT	B	NA		NA				Z				RX BOO	AAVSO	STD				
2457286.314	7.9			Vis.	SRBR		NA		NA				Z				RX BOO	AAVSO	STD				
2457287.55000	7.8			Vis.	BBA	B	7.4	8.2	13494BUO				Z				RX BOO	AAVSO	STD				
2457292.304	7.8			Vis.	SRBR		NA		NA				Z				RX BOO	AAVSO	STD				
2457295.27	7.9			Vis.	PGRA		NA		NA				Z				RX BOO	AAVSO	STD				
2457296.3	8.1			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457296.3000	8.4			Vis.	BVE		74	91	070813				Z				RX BOO	KNVWS	STD				
2457296.3056	7.9			Vis.	DXAA		74	82	14320BYQ	P7X50			Z				RX BOO	AASABADELL	STD				
2457297.302	7.6			Vis.	SRBR		NA		NA				Z				RX BOO	AAVSO	STD				
2457297.54722	8.2			Vis.	BBA	B	8.2	8.3	13494BUO				Z				RX BOO	AAVSO	STD				
2457299.4833	7.935			V	SHS		ensemble	000-BBV-334	X15343BJX		1	2.847	Z		7.564		RX Boo	AAVSO	STD				
2457305.2882	8.1			Vis.	DXAA	L	74	82	14320BYQ	R60 F/12.5 LOW IN THE SKY			Z				RX BOO	AASABADELL	STD				
2457307.3	8.1			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457307.55208	8.1			Vis.	BBA		7.4	8.2	13494BUO				Z				RX BOO	AAVSO	STD				
2457310.53264	7.7			Vis.	BBA		7.4	8.2	13494BUO				Z				RX BOO	AAVSO	STD				
2457311.4583	8.073			V	SHS		ensemble	000-BBV-334	X15343BJX		1	3.121	Z		7.545		RX Boo	AAVSO	STD				
2457313.5	8.1			Vis.	LZT	B	NA		NA				Z				RX BOO	AAVSO	STD				
2457314.52292	8.0			Vis.	BBA	B	7.6	8.2	13494BUO				Z				RX BOO	AAVSO	STD				
2457347.0	8.0			Vis.	LZT	B	NA		NA				Z				RX BOO	AAVSO	STD				
2457347.6	7.5			Vis.	NJO		74	81	AKV				Z				RX BOO	BAV	STD				
2457348.7396	8.2			Vis.	DXAA		74	82	14320BYQ	P7X50			Z				RX BOO	AASABADELL	STD				
2457350.6	7.5			Vis.	NJO		74	81	AKV				Z				RX BOO	BAV	STD				
2457350.92986	8.1			Vis.	ONJ		79	83	13120BCG				Z				RX BOO		STD				
2457364.4	7.5			Vis.	NJO		70	78	AKV				Z				RX BOO	BAV	STD				
2457367.6	7.4			Vis.	NJO		70	78	AKV				Z				RX BOO	BAV	STD				
2457373.7	7.8			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457375.6	7.1			Vis.	NJO		70	78	AKV				Z				RX BOO	BAV	STD				
2457376.0	8.0			Vis.	LZT	B	NA		NA				Z				RX BOO	AAVSO	STD				
2457380.6	7.1			Vis.	NJO		70	78	AKV				Z				RX BOO	BAV	STD				
2457389.6771	8.0			Vis.	DXAA		74	82	14320BYQ	P7X50 MOON 22-DAYS			Z				RX BOO	AASABADELL	STD				
2457392.9	7.8			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457398.71528	8.0			Vis.	ONJ		79	83	13120BCG				Z				RX BOO		STD				
2457405.9	7.6			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457408.6	7.1			Vis.	NJO		70	76	AKV				Z				RX BOO	BAV	STD				
2457412.0	7.8			Vis.	LZT	B	NA		NA				Z				RX BOO	AAVSO	STD				
2457416.444	7.7			Vis.	KMM		74	82	X15934HZ				Z				RX Boo	UAG	STD				
2457424.9	7.9			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457434.5528	8.2			Vis.	DXAA		74	82	14320BYQ	P7X50 WIND			Z				RX BOO	AASABADELL	STD				
2457435.90764	8.3			Vis.	ONJ		82NW	86	13120BCG				Z				RX BOO		STD				
2457438.9	8.2			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457446.8	8.1			Vis.	LZT	BW	NA		NA				Z				RX BOO	AAVSO	STD				
2457447.4	8.1			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457447.4799	8.4			Vis.	BVE		74	91	070813				Z				RX BOO	KNVWS	STD				
2457449.9	8.4			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457452.89583	8.6			Vis.	ONJ		86	82NW	13120BCG				Z				RX BOO		STD				
2457454.5972	8.110			V	SHS		ensemble	000-BBV-334	X15343BJX		1	2.373	Z		7.590		RX Boo	AAVSO	STD				
2457458.5299	8.5			Vis.	DXAA		82	86	14320BYQ	P7X50			Z				RX BOO	AASABADELL	STD				
2457460.42292	8.0			Vis.	BBI		74	82	4366yj				Z				RX BOO	VVS	STD				
2457460.72361	7.8			Vis.	CWP		7.4	8.2	7251JQ				Z				RX BOO	AAVSO	STD				
2457461.4	8.1			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457462.4583	8.7			Vis.	BVE		74	91	070813				Z				RX BOO	KNVWS	STD				
2457464.3	7.7			Vis.	NJO		75	82	AKV				Z				RX BOO	BAV	STD				
2457464.8	8.5			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457467.89444	8.4			Vis.	ONJ		82NW	86	13120BCG				Z				RX BOO		STD				
2457474.8	8.4			Vis.	LZT	B	NA		NA				Z				RX BOO	AAVSO	STD				
2457475.4	7.9			Vis.	NJO		75	82	AKV				Z				RX BOO	BAV	STD				
2457475.4132	8.4			Vis.	DXAA		82	86	14320BYQ	P7X50			Z				RX BOO	AASABADELL	STD				
2457476.4	8.1			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457476.7	8.9			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457479.372	8.3			Vis.	HUR		F-1		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457480.400	8.6			Vis.	SUS		NA		NA				Z				RX BOO	BAV	STD				
2457480.70486	7.9			Vis.	CWP		7.4	8.2	7251JQ				Z				RX BOO	AAVSO	STD				
2457482.64583	8.8			Vis.	ONJ		86	90	13120BCG				Z				RX BOO		STD				
2457484.396	8.3			Vis.	HUR		F-1		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457484.56250	7.8			Vis.	PJGA	B	74	83	14530gbf				Z				RX BOO	AAVSO	STD				
2457485.4	7.6			Vis.	NJO		75	82	AKV				Z				RX BOO	BAV	STD				
2457487.4	7.6			Vis.	NJO		75	82	AKV				Z				RX BOO	BAV	STD				
2457487.70903	8.1			Vis.	CWP		8.2	7.4	7251JQ				Z				RX BOO	AAVSO	STD				
2457487.9	8.7			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457488.374	8.4			Vis.	HUR		F-2		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457488.73819	8.3			Vis.	SJME		82	83	14508ZM				Z				RX BOO	AAVSO	STD				
2457489.3	8.4			Vis.	SYU		83	85	13755DGJ				Z				RX BOO	BAV	STD				
2457489.400	8.7			Vis.	SUS		NA		NA				Z				RX BOO	BAV	STD				
2457490.63194	8.1			Vis.	PJGA	B	79	83	14530gbd				Z				RX BOO	AAVSO	STD				
2457491.368	8.3			Vis.	HUR		F-1		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457496.35833	8.2			Vis.	FPAA	B	74	82	X16119IL				Z				RX BOO		STD				
2457496.51736	8.3			Vis.	PJGA	B	83	74	14530gbd				Z				RX BOO	AAVSO	STD				
2457499.563368	8.487	0.100		V	LCLA		ENSEMBLE	108		USED COMPARSTARS = 3	0	1.158	Z		10.843		RX BOO	AAVSO	STD	347			
2457500.4479	8.5			Vis.	DXAA	B	82	86	X16150LX	R-60MM F/12.5 MOON 14-DAYS			Z				RX BOO	AASABADELL	STD				
2457502.61458	8.3			Vis.	DFR		7.9	8.5	X16156ABB	80 mm binoculars			Z				RX BOO	RASC	STD				
2457503.33403	8.3			Vis.	FPAA		82		X16119IL				Z				RX BOO		STD				
2457503.66736	8.1			Vis.	CWP		8.2	7.4	7251JQ				Z				RX BOO	AAVSO	STD				
2457503.7	8.5			Vis.	LZT	BU	NA		NA				Z				RX BOO	AAVSO	STD				
2457504.7	8.6			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457505.4	7.8			Vis.	NJO		75	82	AKV				Z				RX BOO	BAV	STD				
2457505.462	8.3			Vis.	HUR		F-1		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457506.39	8.4			Vis.	HUR		F-2		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457506.5416	8.430	0.005		V	SHS		ensemble	000-BBV-334	X15343BJX		1	1.372	Z		7.566		RX Boo	AAVSO	STD				
2457507.300	9.0			Vis.	SUS		NA		NA				Z				RX BOO	BAV	STD				
2457507.35417	8.3			Vis.	FPAA		82	85	X16119IL				Z				RX BOO		STD				
2457507.4	8.1			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457508.5	8.7			Vis.	TPS		000		999999				Z				RX BOO	MCSE	STD				
2457509.433	8.3			Vis.	HUR		F-1		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457509.50694	7.9			Vis.	PJGA	B	74	83	14530gbd				Z				RX BOO	AAVSO	STD				
2457510.34653	8.4			Vis.	MJOE		90	82	13520OB				Z				RX BOO		STD				
2457510.35417	8.6			Vis.	FPAA		82	86	X16119IL				Z				RX BOO		STD				
2457511.4	8.4			Vis.	SYU		83	85	13755DGJ				Z				RX BOO	BAV	STD				
2457511.413	8.4			Vis.	HUR		F-2		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457511.4569	8.4			Vis.	SDAB		82	86	11713MU				Z				RX BOO		STD				
2457512.401	8.3			Vis.	HUR		F-1		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457513.386	8.4			Vis.	HUR		F-2		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457513.59097	7.6			Vis.	RMW		7.4	7.9	X16221HA				Z				RX BOO	AAVSO	STD				
2457513.67	8.5			Vis.	TRE		83	74	X16048GW				Z				RX BOO	AAVSO	STD				
2457514.3	8.6			Vis.	PIJ		82	90	4324EBA				Z				RX BOO	MCSE	STD				
2457514.400	8.9			Vis.	SUS		NA		NA				Z				RX BOO	BAV	STD				
2457514.64444	8.0			Vis.	CWP		8.2	7.4	7251JQ				Z				RX BOO	AAVSO	STD				
2457514.66	8.3			Vis.	TRE		83	74	X16048GW				Z				RX BOO	AAVSO	STD				
2457515.4	7.5			Vis.	NJO		75	82	AKV				Z				RX BOO	BAV	STD				
2457516.4708	8.6			Vis.	BVE		74	91	070813				Z				RX BOO	KNVWS	STD				
2457516.57778	8.0			Vis.	WWK	B	7.4	8.3	X161179ET	10X50B			Z				RX BOO	AAVSO	STD				
2457516.583	8.4			Vis.	RMAF		83	82	14633AGM				Z				RX BOO	AAVSO	STD				
2457516.7	8.7			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457517.60833	8.6			Vis.	ONJ		86	83	13120BCG				Z				RX BOO		STD				
2457518.4	7.6			Vis.	NJO		75	82	AKV				Z				RX BOO	BAV	STD				
2457521.62	8.3			Vis.	TRE		74	83	X16048GW				Z				RX BOO	AAVSO	STD				
2457522.4132	8.4			Vis.	DXAA		82	86	X16150LX	P7X50 MOON 7-DAYS			Z				RX BOO	AASABADELL	STD				
2457523.4	8.2			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457523.417	8.4			Vis.	HUR		F-2		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457523.601	8.3			Vis.	TRE		83	74	X16048GW				Z				RX BOO	AAVSO	STD				
2457524.428	8.4			Vis.	HUR		F-2		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457524.625	8.4			Vis.	TRE		83	74	X16048GW				Z				RX BOO	AAVSO	STD				
2457524.84236	8.3			Vis.	BBA	B	8.2	8.3	13494BUO				Z				RX BOO	AAVSO	STD				
2457527.636	8.3			Vis.	TRE		83	74	X16048GW				Z				RX BOO	AAVSO	STD				
2457528.647	8.4			Vis.	RMAF		83	86	14633AGM				Z				RX  BOO	AAVSO	STD				
2457529.3	9.2			Vis.	HCS		000		999999				Z				RX BOO	MCSE	STD				
2457529.34236	7.9			Vis.	MJOE		74	82	13520OB				Z				RX BOO		STD				
2457530.41	7.9			Vis.	PGRA		NA		NA				Z				RX BOO	AAVSO	STD				
2457530.54306	8.0			Vis.	WWK	B	7.4	8.3	X161179ET	10x50B			Z				RX BOO	AAVSO	STD				
2457530.62	8.4			Vis.	TRE		83	74	X16048GW				Z				RX BOO	AAVSO	STD				
2457530.7	8.3			Vis.	LZT	B	NA		NA				Z				RX BOO	AAVSO	STD				
2457531.609	8.3			Vis.	TRE		83	74	X16048GW				Z				RX BOO	AAVSO	STD				
2457532.449	8.3			Vis.	HUR		F-1		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457532.57708	8.3			Vis.	WWK	B	8.3		X161179ET	10x50B			Z				RX BOO	AAVSO	STD				
2457532.6	8.5			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457532.62	8.3			Vis.	TRE		83	74	X16048GW				Z				RX BOO	AAVSO	STD				
2457533.478	8.3			Vis.	HUR		F-1		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457533.5	8.2			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457534.38889	8.2			Vis.	MBEA		79	83	X16236ES				Z				RX BOO	AAVSO	STD				
2457534.59722	8.5			Vis.	ONJ		83	86	13120BCG				Z				RX BOO		STD				
2457535.67083	8.2			Vis.	CWP		8.2	9.2	7251JQ				Z				RX BOO	AAVSO	STD				
2457536.5069	8.4			Vis.	DXAA		82	86	X16150LX	P7X50 SLIGHT HAZE			Z				RX BOO	AASABADELL	STD				
2457538.429	8.4			Vis.	HUR		F-2		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457538.62	8.1			Vis.	TRE		83	74	X16048IF				Z				RX BOO	AAVSO	STD				
2457539.5	8.4			Vis.	TPS		000		999999				Z				RX BOO	MCSE	STD				
2457539.600	8.2			Vis.	SUS		NA		NA				Z				RX BOO	BAV	STD				
2457540.3	8.5			Vis.	SJQ	Z	82		X15565FDG				Z				RX BOO	AAVSO	STD				
2457541.5	8.3			Vis.	GZN		83		13186ARV				Z				RX BOO	AAVSO	STD				
2457541.61	8.2			Vis.	TRE		79	83	X16048IF				Z				RX BOO	AAVSO	STD				
2457542.630	8.2			Vis.	TRE		83	74	X16048GW				Z				RX BOO	AAVSO	STD				
2457542.81042	8.0			Vis.	BBA		7.9	8.2	13494BUO				Z				RX BOO	AAVSO	STD				
2457544.575	7.7			Vis.	SEDB	B	76	79	X16238VA				Z				RX BOO	AAVSO	STD				
2457544.625	7.9			Vis.	TRE		74	83	X16048IF				Z				RX BOO	AAVSO	STD				
2457545.4	8.1			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457545.43	8.4			Vis.	HUR		F-2		MDT720812	0			Z				RX BOO	BAA-VSS	STD				
2457545.65625	7.8			Vis.	CWP		8.2	7.4	7251JQ				Z				RX BOO	AAVSO	STD				
2457546.3	8.3			Vis.	PIJ		82		4324EBA				Z				RX BOO	MCSE	STD				
2457546.4	8.2			Vis.	GZN		76	83	13186ARV				Z				RX BOO	AAVSO	STD				
2457546.5	7.7			Vis.	NJO		75	82	AKV				Z				RX BOO	BAV	STD				
2457546.6	8.2			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457546.61	7.9			Vis.	TRE		74	83	X16048IF				Z				RX BOO	AAVSO	STD				
2457547.3	8.6			Vis.	HCS		000		999999				Z				RX BOO	MCSE	STD				
2457547.4458	8.4			Vis.	DXAA		82	86	X16150LX	P7X50 SLIGHT HAZE			Z				RX BOO	AASABADELL	STD				
2457547.64	7.8			Vis.	TRE		74	83	X16048IF				Z				RX BOO	AAVSO	STD				
2457548.3	8.4			Vis.	SJQ	Z	82		X15565FDG				Z				RX BOO	AAVSO	STD				
2457548.436	8.4			Vis.	HUR		F-2		MDT720812	0			Z				RX BOO	BAA-VSS	STD				
2457549.49	8.1			Vis.	PGRA		NA		NA				Z				RX BOO	AAVSO	STD				
2457551.35972	7.8			Vis.	MJOE	B	76	79	13520OB				Z				RX BOO		STD				
2457551.75903	7.8			Vis.	CWP	B	7.6	8.2	7251JQ				Z				RX Boo	AAVSO	STD				
2457552.62	8.1			Vis.	TRE		74	83	X16048IF				Z				RX BOO	AAVSO	STD				
2457556.5	7.7			Vis.	NJO		75	82	AKV				Z				RX BOO	BAV	STD				
2457558.3	8.6			Vis.	HCS		000		999999				Z				RX BOO	MCSE	STD				
2457559.69444	7.9			Vis.	BBA	UB	7.6	8.2	13494BUO				Z				RX BOO	AAVSO	STD				
2457561.48	8.0			Vis.	PGRA		NA		NA				Z				RX BOO	AAVSO	STD				
2457561.6	8.3			Vis.	LZT	B	NA		NA				Z				RX BOO	AAVSO	STD				
2457562.35417	7.8			Vis.	MJOE	B	74	82	13520OB				Z				RX BOO		STD				
2457562.4896	8.2			Vis.	DXAA	B	74	82	X16150LX	P7X50 MOON 18-DAYS			Z				RX BOO	AASABADELL	STD				
2457562.500	8.0			Vis.	SUS		NA		NA				Z				RX BOO	BAV	STD				
2457564.6	8.2			Vis.	HAB		NA		NA				Z				RX BOO	AAVSO	STD				
2457565.635	8.1			Vis.	TRE		83	74	X16048IF				Z				RX BOO	AAVSO	STD				
2457565.635	8.0			Vis.	RMAF		79	82	14633AGM				Z				RX BOO	AAVSO	STD				
2457566.77083	7.6			Vis.	BBA	UB	7.4	8.2	13494BUO				Z				RX BOO	AAVSO	STD				
2457567.3	7.9			Vis.	PIJ		79		4324EBA				Z				RX BOO	MCSE	STD				
2457567.32778	7.8			Vis.	MJOE	B	76	82	13520OB				Z				RX BOO		STD				
2457567.67	8.2			Vis.	TRE		83	74	X16048IF				Z				RX BOO	AAVSO	STD				
2457568.44	8.0			Vis.	PGRA		NA		NA				Z				RX BOO	AAVSO	STD				
2457568.6	7.9			Vis.	VED		NA		NA				Z				RX BOO	AFOEV	STD				
2457568.655	8.0			Vis.	TRE		83	74	X16048IF				Z				RX BOO	AAVSO	STD				
2457568.69583	7.3			Vis.	BBA		6.8	7.4	13494BUO				Z				RX BOO	AAVSO	STD				
2457570.6409	7.841	0.028		V	SHS		ensemble	000-BBV-334	X15343BJX		1	1.399	Z		7.543		RX Boo	AAVSO	STD				
2457571.38611	7.7			Vis.	CPE		76	82	13224BIQ				Z				RX BOO	AAVSO	STD				
2457571.451	8.1			Vis.	HUR		F+1		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457572.5	7.8			Vis.	NJO		76	85	AKV				Z				RX BOO	BAV	STD				
2457572.72847	8.0			Vis.	ONJ		79	82NW	13120BCG				Z				RX BOO		STD				
2457573.32778	7.4			Vis.	MJOE		76	74	13520OB				Z				RX BOO		STD				
2457573.447	8.2			Vis.	HUR		V=F		219.02	0			Z				RX BOO	BAA-VSS	STD				
2457573.75625	7.6			Vis.	CWP		7.4	8.2	X16254HX				Z				RX BOO	AAVSO	STD				
2457573.75868	7.8			Vis.	MKK		74	79	X16288BVJ				Z				RX BOO	AAVSO	STD				
