0.0304 	 0.0019361665497563455 	 0.01590193728594628
0.04 	 0.002740116779179281 	 0.01401751033418153
0.05043 	 0.003782595878638502 	 0.014784819042058979
0.06 	 0.004717033159902336 	 0.014502105010328933
0.07 	 0.004798322209231602 	 0.012141804688964378
0.08 	 0.003943701861292619 	 0.007437602004618477
0.0912 	 0.0034171239640888532 	 0.004843224489602308
0.1 	 0.0029891282670386097 	 0.003956441955175368
0.11 	 0.0022092857752906503 	 0.0026081180580379195
0.12 	 0.001799827184132281 	 0.0018203088333269778
0.13 	 0.0014360927418279495 	 0.0012406977439529164
0.14 	 0.0013481766380788387 	 0.000938520560586444
0.15 	 0.0009438328344176483 	 0.0010095162028439298
0.16 	 0.00042399271035990045 	 0.0005916275904450873
0.17 	 0.00026731320017458316 	 0.0003918493215335238
0.18 	 0.000177467300289784 	 0.00027771190075475365
0.19 	 0.00011314287191458046 	 0.0002020072146321883
0.2 	 7.912660643012735e-05 	 0.0001507948878565096
0.21 	 5.799673414091604e-05 	 0.00011578203613563415
0.215 	 4.908722030346226e-05 	 0.00010204801028674503
0.2175 	 4.541361842005414e-05 	 9.597168468162874e-05
0.22 	 4.219610032765025e-05 	 9.029668990666392e-05
0.23 	 3.512002839135937e-05 	 7.137080320359431e-05
0.24 	 3.389963377151528e-05 	 5.767309489612131e-05
0.25 	 3.432147148316664e-05 	 4.732566942629391e-05
0.274 	 3.2025076099607063e-05 	 3.106617560076584e-05
0.3 	 2.9722818189401912e-05 	 2.0694632031361904e-05
0.344 	 2.6366372480866417e-05 	 1.1476011999349658e-05
0.365 	 2.498430772740558e-05 	 8.91835907658561e-06
0.4 	 2.2984569318963533e-05 	 6.0741652863256095e-06
0.44 	 2.099388960870626e-05 	 4.095873282273984e-06
0.4861 	 1.9086418201168966e-05 	 2.721271357195042e-06
0.55 	 1.697181684775069e-05 	 1.6433037075614389e-06
0.6562 	 1.4345674068941266e-05 	 8.046992852895729e-07
0.7 	 1.3493353854881641e-05 	 6.198035045864881e-07
0.8 	 1.1898101003514143e-05 	 3.623758705973082e-07
0.9 	 1.0650391138825111e-05 	 2.2623536056487542e-07
1.0 	 9.645854498627403e-06 	 1.4843653890285847e-07
1.25 	 7.82877221371258e-06 	 6.08029789507538e-08
1.5 	 6.689618191096239e-06 	 2.924844426973015e-08
1.65 	 6.168423711829241e-06 	 1.9925786490770463e-08
2.0 	 5.283575732149875e-06 	 9.183617857823063e-09
2.2 	 4.917898595225627e-06 	 6.256683532092604e-09
3.0 	 3.970465425600726e-06 	 1.758122793643304e-09
3.4 	 3.6918687118853454e-06 	 1.043233816150765e-09
4.0 	 3.309684149262905e-06 	 5.242517128166595e-10
5.0 	 2.8742710829486655e-06 	 1.9166298575817242e-10
6.0 	 2.807227084100802e-06 	 7.614892537183876e-11
7.0 	 2.797699118080732e-06 	 2.7973007319803708e-11
8.0 	 8.058562374857274e-06 	 5.855396737794999e-12
9.0 	 2.4460195176365686e-05 	 1.793836751438674e-11
9.5 	 3.1724702322082926e-05 	 3.14511181378778e-11
9.7 	 3.2217791894925055e-05 	 3.391208639710731e-11
10.0 	 3.194668327597176e-05 	 3.495631148967455e-11
11.0 	 2.787960413983177e-05 	 3.3935827236098824e-11
12.0 	 2.0873175305789885e-05 	 2.5181956070458277e-11
13.0 	 1.425355812654287e-05 	 1.6235813167503528e-11
14.0 	 9.86946224749531e-06 	 8.98592529292292e-12
15.0 	 9.94271529242109e-06 	 5.282340074196362e-12
16.0 	 1.1442370320653125e-05 	 3.978985442801431e-12
17.0 	 1.3290926935644169e-05 	 3.6189847630086526e-12
18.0 	 1.4835246678433496e-05 	 3.67540343141447e-12
19.0 	 1.5575774871199346e-05 	 3.765231569119049e-12
20.0 	 1.5369687795802027e-05 	 3.6956209138669605e-12
25.0 	 1.1780859854190595e-05 	 2.1290931197741976e-12
30.0 	 9.047776451924183e-06 	 1.2004310024645686e-12
50.0 	 3.975077821949573e-06 	 2.0302875634931676e-13
70.0 	 2.085641649894769e-06 	 5.722833606371826e-14
100.0 	 1.0118534079145096e-06 	 1.4137259839683348e-14
150.0 	 4.433008458630951e-07 	 2.8175375197585223e-15
200.0 	 2.4769803537868487e-07 	 8.932837199775592e-16
300.0 	 1.0956405461544715e-07 	 1.7667412366668405e-16
500.0 	 3.931680990206985e-08 	 2.2919174241154364e-17
700.0 	 2.0045614231911714e-08 	 5.964745502393935e-18
1000.0 	 9.816940163015675e-09 	 1.4324776643058249e-18
1200.0 	 6.816571066043461e-09 	 6.907121869848656e-19
1500.0 	 4.363179163303293e-09 	 2.828807058727416e-19
2000.0 	 2.4548048358947542e-09 	 8.94966075206595e-20
