0.001 	 9.657541868910466e-06 	 0.03613972864461377
0.001012 	 9.98393111171637e-06 	 0.036192128618751124
0.001023 	 1.032860362539913e-05 	 0.03636490246752271
0.001035 	 1.0671315622783036e-05 	 0.03637420354938517
0.001047 	 1.1021670388664035e-05 	 0.03636480606863005
0.001059 	 1.1390902508366866e-05 	 0.03653765173955423
0.001072 	 1.177117069098367e-05 	 0.03654960703160115
0.001084 	 1.2175982038032758e-05 	 0.036676204014072546
0.001096 	 1.2597838319885108e-05 	 0.03678126399431025
0.001109 	 1.3020773537731682e-05 	 0.0367331129845193
0.001122 	 1.3455606894296564e-05 	 0.03684678245709738
0.001135 	 1.3916216129567253e-05 	 0.03676374061805511
0.001148 	 1.4398206366048843e-05 	 0.037007868389458735
0.001161 	 1.4897352362124203e-05 	 0.037057770614654185
0.001175 	 1.5399971437151162e-05 	 0.0369628450384951
0.001189 	 1.591123298676183e-05 	 0.0370120707218205
0.001202 	 1.645124952405721e-05 	 0.03716398768205028
0.001216 	 1.698243059801887e-05 	 0.03717130320661814
0.00123 	 1.7524609687670593e-05 	 0.03716045865235062
0.001245 	 1.8079192218515686e-05 	 0.03715935374095443
0.001259 	 1.8693360291419717e-05 	 0.037258532788545615
0.001274 	 1.931072757388799e-05 	 0.037359135396178515
0.001288 	 1.995753213106968e-05 	 0.037417034948762584
0.001303 	 2.0599543180135985e-05 	 0.03747485161252977
0.001318 	 2.1273113985824154e-05 	 0.03751341507397433
0.001334 	 2.1960712385656897e-05 	 0.0375484046973861
0.001349 	 2.269389531220318e-05 	 0.03755078022835877
0.001365 	 2.3432450838294254e-05 	 0.03754857179199481
0.00138 	 2.4215505265092428e-05 	 0.037756698712412266
0.001396 	 2.500450788265997e-05 	 0.03771699551295619
0.001413 	 2.5811961032768343e-05 	 0.037782893538309596
0.001429 	 2.666993062182501e-05 	 0.03782280295378038
0.001445 	 2.7556645062127867e-05 	 0.03795403337426423
0.001462 	 2.8440579543272285e-05 	 0.03796010279578539
0.001479 	 2.937551946077592e-05 	 0.03795043162525896
0.001496 	 3.031635065548928e-05 	 0.03802489297393569
0.001514 	 3.129580538859738e-05 	 0.03798158286170757
0.001531 	 3.2326330004422316e-05 	 0.03811881751773967
0.001549 	 3.336509528692261e-05 	 0.03813699000507764
0.001567 	 3.443178998040171e-05 	 0.038137966192393916
0.001585 	 3.5551069985634996e-05 	 0.038214580043547226
0.001603 	 3.669584711401017e-05 	 0.0382723676751022
0.001622 	 3.789196308756565e-05 	 0.03830720929289478
0.001641 	 3.908512416895184e-05 	 0.038322283143785954
0.00166 	 4.034874923449148e-05 	 0.03832341574476177
0.001679 	 4.1607974118297795e-05 	 0.038387525331795305
0.001698 	 4.295850401585116e-05 	 0.0384378994874702
0.001718 	 4.43242537651403e-05 	 0.03845981523482625
0.001738 	 4.575196911418057e-05 	 0.03846727840394592
0.001758 	 4.719339797933294e-05 	 0.038531632763317385
0.001778 	 4.869370049633597e-05 	 0.03858056375298041
0.001799 	 5.020044619875315e-05 	 0.03859774855659509
0.00182 	 5.178391261070199e-05 	 0.03860196492967859
0.001841 	 5.344147693715964e-05 	 0.03859440255508963
