x, y
12.073988439306358, 280.8365364466188
12.073988439306358, 243.5554982249647
12.110982658959538, 201.42979527787998
12.221965317919075, 174.68999855573247
12.295953757225433, 151.49990870666886
12.369942196531792, 128.30613496326654
12.517919075144508, 107.38109667130531
12.591907514450867, 89.86865612960293
12.739884393063583, 81.72804945018866
12.8878612716763, 74.32484644367852
12.998843930635838, 69.21595024419211
13.220809248554913, 66.79474066932487
13.405780346820809, 62.94613548177604
13.7757225433526, 64.45822625192854
14.145664739884394, 70.878654375439
14.552601156069365, 82.70385876972709
14.663583815028902, 90.94166194309798
14.811560693641619, 102.40219794047601
14.885549132947975, 113.94651077545652
14.996531791907515, 126.79227183627857
15.070520231213873, 139.42154687651544
15.144508670520231, 155.1392363934435
15.255491329479769, 174.68999855573247
15.329479768786129, 192.09017607907325
15.366473988439306, 213.74546404928185
15.366473988439306, 226.81412816120763
15.403468208092486, 246.46348057119206
15.403468208092486, 267.81509488726647
15.514450867052023, 294.49109370228774
15.514450867052023, 331.60308075167814
15.588439306358381, 356.07902470698616
15.588439306358381, 391.5466433083047
15.588439306358381, 420.4470795641421
15.62543352601156, 451.48068495845143
15.62543352601156, 479.08477682064785
15.66242774566474, 533.0944040486615
15.62543352601156, 607.4424725526637
15.69942196531792, 675.9225059253674
15.77341040462428, 788.6916020333299
15.847398843930636, 877.6047578767939
15.847398843930636, 1036.248506253714
15.995375722543354, 1209.1334248191572
16.143352601156067, 1329.5704069887236
16.21734104046243, 1479.4595404556846
16.47630057803468, 1479.4595404556846
16.513294797687863, 1313.883022948585
16.698265895953757, 1112.7350102552577
16.698265895953757, 920.2747913628176
16.809248554913296, 752.122636562624
16.809248554913296, 660.066404354197
16.883236994219654, 545.9003868435113
17.03121387283237, 462.3261446741703
17.327167630057804, 456.87123401642884
17.36416184971098, 526.8045102589067
17.5121387283237, 614.6951603359641
17.58612716763006, 692.1595024419205
17.623121387283238, 761.1027637421053
17.623121387283238, 888.0831053642056
17.697109826589596, 1024.02197940476
17.808092485549132, 1166.837315105488
17.808092485549132, 1283.0613496326655
17.882080924855494, 1514.999087066687
17.956069364161852, 1746.8999855573247
18.03005780346821, 1875.8403622423295
18.067052023121388, 2062.6853767155026
18.178034682080927, 2295.2222338128972
18.326011560693644, 2494.061833872409
18.36300578034682, 2808.3653644661854
18.510982658959538, 3015.6535269008937
18.621965317919077, 3162.2776601683795
18.769942196531794, 3316.0308075167814
18.769942196531794, 3477.2595888417018
19.028901734104046, 3436.231970980561
19.32485549132948, 3162.2776601683795
19.54682080924856, 2944.9109370228775
19.953757225433527, 2742.4854358093194
20.027745664739886, 2268.1412816120765
20.064739884393063, 1943.8367733440396
20.175722543352602, 1626.8226342524738
20.360693641618496, 1377.7653482012072
20.508670520231213, 1139.465107754565
20.80462427745665, 1283.0613496326655
20.952601156069363, 1533.0877388600093
21.32254335260116, 1588.6598793495698
21.692485549132947, 1920.9017607907324
21.988439306358384, 2188.800531845348
22.358381502890175, 2494.061833872409
22.58034682080925, 2742.4854358093194
22.987283236994223, 3238.241828993077
23.46820809248555, 3646.327477049644
23.949132947976878, 3477.2595888417018
24.319075144508673, 2910.1644139427544
24.504046242774564, 2435.5549822496473
24.726011560693642, 2087.313244716945
25.169942196531792, 1875.8403622423295
25.428901734104045, 1533.0877388600093
25.650867052023123, 1283.0613496326655
26.057803468208093, 1166.837315105488
26.612716763005782, 1283.0613496326655
27.20462427745665, 1298.380731790124
27.796531791907515, 1329.5704069887236
28.277456647398846, 1267.9227183627856
28.647398843930635, 1153.069992233222
28.795375722543355, 1061.141246529154
28.94335260115607, 965.0194851573192
28.980346820809253, 877.6047578767939
29.05433526011561, 761.1027637421053
29.202312138728328, 644.582262519285
29.38728323699422, 539.4593973546808
29.53526011560694, 440.8896430337233
29.68323699421966, 377.8501401404567
29.942196531791907, 316.22776601683796
30.386127167630057, 274.2485435809322
30.94104046242775, 294.49109370228774
31.31098265895954, 347.72595888417015
31.532947976878617, 415.48629315448085
31.75491329479769, 502.37836460729375
32.05086705202312, 600.275358047756
32.27283236994219, 708.7865437543893
32.531791907514446, 846.9056916178774
32.753757225433525, 1011.9397113488333
32.9757225433526, 1194.8670570576587
33.41965317919075, 1410.8619990202887
33.937572254335265, 1551.3923639344332
34.41849710982659, 1345.4450938661198
34.67745664739884, 1126.0207450854466
34.936416184971094, 920.2747913628176
35.15838150289018, 807.6375354540818
35.30635838150289, 667.9474066932484
35.491329479768794, 559.0139946933167
35.676300578034684, 467.8461853905993
35.898265895953756, 396.22159720901044
36.19421965317919, 331.60308075167814
36.564161849710985, 280.8365364466188
36.86011560693642, 235.03580150428982
37.11907514450867, 194.38367733440396
37.37803468208092, 164.6246426921197
37.673988439306356, 136.15093199225853
38.00693641618497, 113.94651077545652
38.41387283236994, 96.50194851573193
38.85780346820809, 79.81083521048568
39.33872832369942, 67.59225059253679
39.893641618497114, 58.61938221254606
40.48554913294798, 50.837661726860354
41.003468208092485, 45.148068495845145
41.55838150289017, 41.05840382532981
42.11329479768786, 36.89863574608938
42.66820809248555, 33.5562325818237
43.18612716763006, 31.622776601683793
43.74104046242775, 29.449109370228776
44.33294797687862, 27.42485435809321
44.85086705202312, 26.153256499722882
