0.2 	 0.0019835856795594503 	 0.00034473353713078723
0.25 	 0.001393322875796033 	 0.000161549108789884
0.3 	 0.0009855967420418787 	 7.852250521642918e-05
0.35 	 0.0007387087798815947 	 4.230174130394232e-05
0.4 	 0.0005792442500439091 	 2.4988455233828033e-05
0.45 	 0.0004667211076230521 	 1.570813285048192e-05
0.5 	 0.00038500926382792046 	 1.0371427116678229e-05
0.6 	 0.0002706214542955251 	 5.042623869692777e-06
0.7 	 0.0002012523131520128 	 2.648063616463422e-06
0.8 	 0.0001630435583397814 	 1.524553366099507e-06
0.9 	 0.00013970975245970426 	 9.486634937286679e-07
1.0 	 0.00012411393482421012 	 6.278943200755778e-07
1.2 	 0.0001064104497865848 	 3.139361114074984e-07
1.4 	 9.373148315994646e-05 	 1.790006508962781e-07
1.6 	 8.164273805699469e-05 	 1.1232518611417555e-07
1.8 	 6.80983324373406e-05 	 7.427411948126189e-08
2.0 	 5.456684780955279e-05 	 5.031961835775871e-08
2.5 	 3.222055352502196e-05 	 2.080278886586879e-08
3.0 	 2.116497393587892e-05 	 9.909446334224406e-09
3.5 	 1.5074913496932694e-05 	 5.270239107991098e-09
4.0 	 1.1362252595603833e-05 	 3.042611910628937e-09
4.5 	 8.932408388931933e-06 	 1.8699547536849685e-09
5.0 	 7.256271204772504e-06 	 1.2073228780610654e-09
6.0 	 5.1636537596312935e-06 	 5.620197186169711e-10
7.0 	 3.989479020278817e-06 	 2.9084580704596834e-10
8.0 	 3.3017319782490593e-06 	 1.621441334602122e-10
9.0 	 2.910761631630243e-06 	 9.53612678917525e-11
10.0 	 2.7292234066902434e-06 	 5.8057890978656545e-11
11.0 	 2.71660525190535e-06 	 3.622344481473055e-11
12.0 	 2.8671909817914884e-06 	 2.2859080826126204e-11
13.0 	 3.2026668751229173e-06 	 1.4410362715265413e-11
14.0 	 3.778404649235974e-06 	 8.943731115172057e-12
15.0 	 4.764394916702695e-06 	 5.261197218979674e-12
16.0 	 6.942330755744378e-06 	 3.3172032344367958e-12
17.0 	 8.143910053776381e-06 	 2.06198643804607e-12
18.0 	 1.2064538439820221e-05 	 1.4003101519193773e-12
19.0 	 2.092267866750661e-05 	 3.3262690351638557e-12
20.0 	 2.7791949745429998e-05 	 6.592415828831633e-12
21.0 	 3.204051324173281e-05 	 1.036695876228934e-11
22.0 	 3.4013667996456057e-05 	 1.3716175578625438e-11
23.0 	 3.4633256069258346e-05 	 1.6420885396811135e-11
24.0 	 3.4490803258701494e-05 	 1.87075800774545e-11
25.0 	 3.357524911070833e-05 	 2.022705029364228e-11
26.0 	 3.199904413888696e-05 	 2.0700450516730263e-11
27.0 	 2.9908440307906847e-05 	 2.0318066306716864e-11
28.0 	 2.7270177313192186e-05 	 1.9253313805257513e-11
29.0 	 2.4167858886913645e-05 	 1.7631229432746178e-11
30.0 	 2.0394880833681078e-05 	 1.5233242698012676e-11
31.0 	 1.6407410778522045e-05 	 1.2425610441779788e-11
32.0 	 1.2755401683978535e-05 	 9.559645308617186e-12
33.0 	 9.881179262132257e-06 	 7.254218611738906e-12
34.0 	 8.073069609428893e-06 	 5.635519535428803e-12
35.0 	 6.737904446657052e-06 	 4.484274826374333e-12
36.0 	 5.792551875667593e-06 	 3.596747430682179e-12
38.0 	 4.5252306592914435e-06 	 2.5218432762898657e-12
40.0 	 3.812293724472866e-06 	 1.8188116556621373e-12
42.0 	 3.3020064678682496e-06 	 1.3629656926210806e-12
44.0 	 2.9898616152573203e-06 	 1.0640004235456817e-12
46.0 	 2.7803639619398535e-06 	 8.396504138269005e-13
48.0 	 2.6253135880140208e-06 	 6.854222043544094e-13
50.0 	 2.4540992482739e-06 	 5.60004667560485e-13
60.0 	 2.150394101389392e-06 	 2.4501165693895237e-13
70.0 	 1.9669544994160336e-06 	 1.2851648081128197e-13
80.0 	 1.8468200672383598e-06 	 7.497875946433613e-14
90.0 	 1.7384575044267197e-06 	 4.759150292028762e-14
100.0 	 1.6760658369677407e-06 	 3.118384174421375e-14
120.0 	 1.619581257341574e-06 	 1.5970140069710446e-14
140.0 	 1.5042565942474611e-06 	 9.320048540956482e-15
160.0 	 1.3762260514427795e-06 	 5.752629345554908e-15
180.0 	 1.2679535354303212e-06 	 3.761904601383977e-15
200.0 	 1.1842421467746729e-06 	 2.5701586818444473e-15
250.0 	 1.0383756597379592e-06 	 1.1380925624849324e-15
300.0 	 9.51613069099172e-07 	 6.016086153334847e-16
350.0 	 8.679923598690002e-07 	 3.411659730016649e-16
400.0 	 8.494973554058039e-07 	 2.1820832492978853e-16
450.0 	 7.996653542273128e-07 	 1.4545751234676747e-16
500.0 	 7.518058435737106e-07 	 1.013123433070573e-16
